[CHURN2][2017-07-26 19:58:10] Running grid-search cv on machine [HPC]: fields: 56
[CHURN2][2017-07-26 19:58:10]  Tuning XGB ...
+ Fold1: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold3: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=6, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold4: eta=0.15, max_depth=9, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.0, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.6, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=2, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=3, gamma=0.2, colsample_bytree=0.9, min_child_weight=5, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=1, subsample=0.9, nrounds=25 
+ Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
- Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.6, nrounds=25 
+ Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
- Fold5: eta=0.15, max_depth=6, gamma=0.0, colsample_bytree=0.6, min_child_weight=2, subsample=0.9, nrounds=25 
